name,location,investment_focus,investor_type,stage_focus,portfolio_examples,source_link
Natalie Dillon,United States California San Francisco,"Advertising, Health Care, Brand Development","Venture Capital, Corporate Venture Capital, Private Equity Firm, Investment Partner",Early Stage Venture,"Bold, Landing, Pacaso, BookClub, Daring Foods",https://investorhunt.co/investors/natalie-dillon
Emmanuelle Roux,France Île-de-France Paris,"Advertising, Health Care, Mobility","Venture Capital, Private Equity Firm, Investment Partner","Early Stage Venture, Series A","Leocare, Veo, Reynen Court, Microoled, Prewave",https://investorhunt.co/investors/emmanuelle-de-roux
Miraj Sanghvi,United States California San Francisco,"Health Care, Digital Therapeutics, Wearables","Venture Capital, Private Equity Firm","Seed, Early Stage Venture, Series A","nQ Medical, Eko, Savonix, Tissue Analytics, Siris Medical",https://investorhunt.co/investors/miraj-sanghvi
Sarath Naru,India Tamil Nadu Chennai,"Advertising, Clean Tech, Health Care","Venture Capital, Private Equity Firm, Micro VC","Seed, Early Stage Venture, Series A","Pitstop, Infinite Uptime, MoEngage, Ocean Sparkle, Perpetual Global Technologies",https://investorhunt.co/investors/sarath-naru
Kanu Gulati,United States California San Francisco,"Health Care, Wearables, E-commerce","Venture Capital, Private Equity Firm, Venture Debt, Investor","Series B, Early Stage Venture, Series A","Atmos, Coda, Quell, Eight Sleep, Truework",https://investorhunt.co/investors/kanu-gulati
Andrew Collins,United States California San Francisco,"Advertising, Health Care, Data Integration","Venture Capital, Private Equity Firm, Investment Partner, Investor",Series B,"Uber, Mozio, Philz Coffee, Reverb.com, Klaviyo",https://investorhunt.co/investors/andrew-collins
Jeffrey Heh,United States Illinois Chicago,"Advice, Health Care, Telecommunications","Venture Capital, Private Equity Firm",Early Stage Venture,"Gogo, CAPTRUST, Vivid Seats, Vector Laboratories, Transaction Data Systems",https://investorhunt.co/investors/jeffrey-heh
Lauren Gross,United States California San Francisco,"Health Care, Wellness, Enterprise Software","Venture Capital, Private Equity Firm, Investor",Series B,Ramp,https://investorhunt.co/investors/lauren-gross
Billy Deitch,United States California San Francisco,"Health Care, Wearables, Hospitals","Venture Capital, Private Equity Firm, Micro VC, Investor",Series B,"Kasisto, Panorays, Limeade, Ocrolus, US HealthVest",https://investorhunt.co/investors/billy-deitch
Brian Peterson,United States Massachusetts Boston,"Advertising, Health Care, Digital Services","Venture Capital, Private Equity Firm, Investor",Series B,"Webflow, Impact, Social Sentinel, Validity, LifeStance Health",https://investorhunt.co/investors/brian-peterson
Ethan Kurzweil,United States California San Francisco,"Health Care, E-commerce, Payments","Venture Capital, Private Equity Firm, Finance Operator, Investor","Series B, Early Stage Venture","CrowdFlower, SendGrid, Twilio, Piazza, SweetLabs",https://investorhunt.co/investors/ethan-kurzweil
Alan Feld,Israel Jerusalem District Jerusalem,"Health Care, Telecommunications, E-commerce","Venture Capital, Founder, Private Equity Firm, Secondary Purchaser, Fund Of Funds, Investment Partner, Investor","Early Stage Venture, Series A","Yotpo, ProActivity, WorkplaceIQ, Wiliot, Evergreen Capital Markets/Robertson Stephens",https://investorhunt.co/investors/alan-feld
Dror Berman,United States California San Francisco,"Health Care, Emerging Technology, Research and Development","Venture Capital, Founder, Private Equity Firm, Angel/Individual, Finance Operator, Micro VC, Investment Partner, Investor","Seed, Early Stage Venture, Series A","Uber, Viz, Anyword, Augment, Atom Computing",https://investorhunt.co/investors/dror-berman
Trevor Lund,United States Utah Salt Lake City,"Health Care, High-growth Startups, E-commerce","Hedge Fund, Venture Capital, Private Equity Firm","Series B, Early Stage Venture, Series A","MX Technologies, Divvy, HMBradley, Yotascale, BookClub",https://investorhunt.co/investors/trevor-lund
Lisa Wu,United States California San Francisco,"Advertising, Health Care, Talent Management","Venture Capital, Private Equity Firm, Angel/Individual, Finance Operator, Investment Partner, Investor","Series B, Early Stage Venture","Stealth Startup, FlyHomes, Calm, Plaid, Ritual",https://investorhunt.co/investors/lisa-wu
Aleksi Partanen,Estonia Harju County Tallinn,"Advertising, Health Care, High-growth Startups","Venture Capital, Private Equity Firm, Micro VC, Investor","Seed, Series B, Early Stage Venture, Series A","Klaus, Dashbird, MVision AI, Typelane, Cachet",https://investorhunt.co/investors/aleksi-partanen
Pete Sonsini,United States California Menlo Park,"Health Care, E-commerce, Women Founded","Venture Capital, Private Equity Firm, Angel/Individual, Investor",Series B,"GOAT, HDmessaging, Lattice Engines, StreamSets, Matroid",https://investorhunt.co/investors/pete-sonsini
Alaina Hartley,United States California Santa Monica,"Health Care, Talent Management, Wearables","Venture Capital, Private Equity Firm, Finance Operator, Investment Partner, Investor","Series B, Early Stage Venture","ZenBusiness, Scopely, dot.LA, Podchaser, Citizen",https://investorhunt.co/investors/alaina-hartley
Mark Terbeek,United States California Los Angeles,"Health Care, Talent Management, Wearables","Venture Capital, Private Equity Firm, Finance Operator, Investment Partner, Investor","Series B, Early Stage Venture","Moxie, BladeLogic, Machinima, Netuitive, Connectivity",https://investorhunt.co/investors/mark-terbeek
Alex Katz,United States New York New York City,"Health Care, Talent Management, High-growth Startups","Venture Capital, Private Equity Firm, Micro VC, Investor","Seed, Series B, Early Stage Venture","New Age Meats, The Better Software Company",https://investorhunt.co/investors/alex-katz
Bruno Rivet,France Île-de-France Paris,"Health Care, Telecommunications, Accounting","Venture Capital, Private Equity Firm, Investment Partner, Investor",Series B,"Testbirds, PEP-Therapy, TransferGo, LARQ, HomeRez",https://investorhunt.co/investors/bruno-rivet
Paul Johan,United States Florida Tampa,"Health Care, Email, E-commerce","Venture Capital, Entrepreneurship Program, Private Equity Firm, Investment Partner, Investor",Seed,"The Zebra, VAZATA, Pace mate, Mailprotector, Carterra",https://investorhunt.co/investors/paul-johan
Pavel Gurianov,India Karnataka Bengaluru,"Health Care, Talent Management, Computer Vision","Venture Capital, Private Equity Firm, Micro VC","Seed, Series B, Early Stage Venture","Carta, Bimaplan, Lending Club, Niki, Plastiq",https://investorhunt.co/investors/pavel-gurianov
Andrew Cleverdon,United States Massachusetts Boston,"Health Care, Data Integration, Talent Management","Venture Capital, Incubator, Corporate Venture Capital, Private Equity Firm, Investment Partner","Seed, Series B, Early Stage Venture, Series A","HYCU, FourKites, Hi Marley, BlockFi, Corvus Insurance",https://investorhunt.co/investors/andrew-cleverdon
Neil Kapur,United States California San Francisco,"Health Care, Emerging Technology, Hospitals","Venture Capital, Private Equity Firm, Investor","Seed, Pre-Seed, Early Stage Venture","Turing.com, Firstbase, Khatabook, Plastiq, INTURN",https://investorhunt.co/investors/neil-kapur
Steve Abbott,United States Texas Austin,"Health Care, Talent Management, Wearables","Venture Capital, Entrepreneurship Program, Corporate Venture Capital, Private Equity Firm, Fund Of Funds, Investor","Series B, Early Stage Venture, Late Stage Venture","PlayVS, SafeGraph, CircleCI, BetterUp, Overtime",https://investorhunt.co/investors/steve-abbott
Chris Arsenault,Canada Quebec Montréal,"Health Care, Emerging Technology, Digital Services","Venture Capital, Private Equity Firm, Angel/Individual, Investment Partner, Investor","Seed, Early Stage Venture","CareGuide, Smooch Technologies, Fixmo, Beyond the Rack, Well.ca",https://investorhunt.co/investors/chris-arsenault
Ash Patel,United States California Sunnyvale,"Health Care, Emerging Technology, Wearables","Venture Capital, Private Equity Firm, Angel/Individual",Early Stage Venture,"Tortuga AgTech, Docyt, DataFleets, Exer Labs, Ono Food Co.",https://investorhunt.co/investors/ash-patel
Boris Golden,France Île-de-France Paris,"Health Care, E-commerce, Cybersecurity","Venture Capital, Entrepreneurship Program, Private Equity Firm, Investor","Seed, Pre-Seed","Memfault, Partech, Alpic, ai|coustics, Presti",https://investorhunt.co/investors/boris-golden
Barry Brott,Australia Victoria Melbourne,"Advertising, Health Care, Data Integration","Venture Capital, Private Equity Firm, Finance Operator, Investor",Series A,"Chope, ImageBrief, CalReply, biNu, Uber",https://investorhunt.co/investors/barry-brott
Adam Boyden,United States Nevada Henderson,"Health Care, Mobility, E-commerce","Venture Capital, Private Equity Firm, Micro VC","Early Stage Venture, Series A","Coterie Insurance, Hippo Insurance, Figure, Amava, Biproxi",https://investorhunt.co/investors/adam-boyden
Luca Bocchio,United Kingdom England London,"Advertising, Health Care, E-commerce","Venture Capital, Accelerator, Corporate Venture Capital, Private Equity Firm, Finance Operator, Investor",Early Stage Venture,"Charles, ConductorOne, Swiggy, Productiv, CityMall",https://investorhunt.co/investors/luca-bocchio
Courtney Lipkin,United States California San Francisco,"Health Care, Payments, Computer Vision","Venture Capital, Accelerator, Founder, Growth Operator, Private Equity Firm, Micro VC",Early Stage Venture,"CrowdAI, Stord, Counterpart, Higo, Viz",https://investorhunt.co/investors/courtney-buie-lipkin
Lauren Kolodny,United States California San Francisco,"Health Care, Talent Management, Data Science","Venture Capital, Founder, Private Equity Firm, Angel/Individual, Investment Partner, Investor",Early Stage Venture,"SteadyMD, HYCU, Pie Insurance, Pacaso, Ketch",https://investorhunt.co/investors/lauren-kolodny
Ramy Adeeb,United States New York New York City,"Advertising, Health Care, E-commerce","Venture Capital, Founder, Private Equity Firm, Angel/Individual, Micro VC, Investor","Seed, Pre-Seed","GroupMe, Instabug, SeatMe, Storify, Ness Technologies",https://investorhunt.co/investors/ramy-adeeb
David Fialkow,United States Massachusetts Cambridge,"Clean Tech, Health Care, High-growth Startups","Venture Capital, Founder, Private Equity Firm, Angel/Individual, Investment Partner, Investor","Seed, Pre-Seed","Special Project, Ualá, Resilience, Datalogix, Verne Global",https://investorhunt.co/investors/david-fialkow
Peter Yi,United States California San Francisco,"Health Care, Cybersecurity, Databases","Venture Capital, Private Equity Firm, Investor","Seed, Series B, Pre-Seed, Early Stage Venture","The Muse, Thanx, Meebo, Inkling Systems, Posterous",https://investorhunt.co/investors/peter-yi
Sean Seton-Rogers,United Kingdom England Greater London,"Health Care, Talent Management, E-commerce","Venture Capital, Founder, Growth Operator, Private Equity Firm, Finance Operator, Micro VC",Early Stage Venture,"9flats, Applifier, Armada Interactive, Blinkbooking, busuu",https://investorhunt.co/investors/sean-seton-rogers
Brian Kobus,Canada Ontario Toronto,"Health Care, Wearables, Telecommunications","Venture Capital, Founder, Private Equity Firm, Investor","Series B, Early Stage Venture, Series A","Radian6, ScribbleLive, Nudgeai, Sonian, HelloSelf",https://investorhunt.co/investors/brian-kobus
Laurel Touby,United States New York New York City,"Advertising, Health Care, Digital Therapeutics","Venture Capital, Private Equity Firm, Angel/Individual, Finance Operator, Investment Partner","Seed, Pre-Seed, Early Stage Venture","Immediately, Drop, PeerIQ, Click Therapeutics, Fresco News",https://investorhunt.co/investors/laurel-touby
Eric Lefkofsky,United States Illinois Chicago,"Health Care, E-commerce, Artificial Intelligence (AI)","Venture Capital, Founder, Private Equity Firm, Angel/Individual, Investment Partner, Investor","Seed, Pre-Seed","Groupon, Reverb.com, Tempus, Da'at Technologies, Ark",https://investorhunt.co/investors/eric-lefkofsky
Saam Motamedi,United States California Stanford,"Health Care, Talent Management, E-commerce","Venture Capital, Private Equity Firm, Angel/Individual, Investment Partner, Investor","Series B, Early Stage Venture, Series A","Apiiro, Fermat Commerce, Abnormal AI, Snorkel AI, Cresta",https://investorhunt.co/investors/saam-motamedi
Benjamin Dunphy,Singapore Central Singapore Community Development Council Singapore,"Advertising, Health Care, South East Asia-based Startups","Venture Capital, Founder, Private Equity Firm",Early Stage Venture,"Tazapay, Lexer, Cialfo, BukuKas, Kyt",https://investorhunt.co/investors/benjamin-dunphy
Evan Hochhauser,United States New York New York City,"Advice, Health Care, Data Integration","Venture Capital, Private Equity Firm, Micro VC, Investment Partner, Investor",Series B,"Firsthand, Clerio Vision, 1000museums.com, K4Connect, MobileHelp",https://investorhunt.co/investors/evan-hochhauser
Chris Jones,United Kingdom England Taunton,"Health Care, Commercial, Wearables","Venture Capital, Entrepreneurship Program, Private Equity Firm, Angel/Individual, Investor","Series B, Early Stage Venture","AD Williams, Juriba",https://investorhunt.co/investors/chris-jones
Kelsey Maguire,United States Illinois Chicago,"Patient Care, Health Care, Wearables","Venture Capital, Accelerator, Private Equity Firm","Series B, Series A","Full Harvest, Nuritas, Picwell, Lumiata, Culture Biosciences",https://investorhunt.co/investors/kelsey-maguire
Olivier Arconte,France Auvergne-Rhône-Alpes Lyon,"Health Care, Accounting, Customer Service",Angel/Individual,Seed,Doctolib,https://investorhunt.co/investors/olivier-arconte
