name,website,stage_focus,investment_focus,avg_check_size,location,geographies,can_lead,source_link,portfolio_examples,investor_type,data_source
Amy Tusman,,"Early Stage Venture, Series A","Health Care, E-commerce, Sports",,United States California Burlingame,,,https://investorhunt.co/investors/amy-tusman,"Pendulum Therapeutics, EPNS, Hi Marley, Wefarm, Health Gorilla","Venture Capital, Founder, Private Equity Firm, Finance Operator, Venture Debt",investorhunt
John-Arne Horlock,,"Series B, Early Stage Venture, Series A","Health Care, High-growth Startups, Wellness",,Norway Trøndelag Trondheim,,,https://investorhunt.co/investors/john-arne-horlock,"Cimon Medical, Fonn Construction, CardioMech, Shoreline, Ignite Procurement","Venture Capital, Private Equity Firm",investorhunt
Roger Hurwitz,,Series B,"Advertising, Health Care, Telecommunications",,United States Massachusetts Boston,,,https://investorhunt.co/investors/roger-hurwitz,"Assent Compliance, Ping Identity, Xoom, TraceLink, mindSHIFT Technologies","Venture Capital, Private Equity Firm, Investor",investorhunt
Eric Ball,,"Seed, Early Stage Venture","Health Care, Talent Management, Wearables",,United States California Menlo Park,,,https://investorhunt.co/investors/eric-ball,"Nightingale Security, TaskHuman, ScoreData Corporation, chikaku, Scaeva Technologies","Venture Capital, Entrepreneurship Program, Corporate Venture Capital, Private Equity Firm, Investor",investorhunt
Rick Yang,,"Series B, Series A","Advertising, Health Care, Emerging Technology",,United States California San Francisco,,,https://investorhunt.co/investors/rick-yang,"Atrium, Firebase, Surf Air, Freshplum, Euclid","Venture Capital, Private Equity Firm, Angel/Individual, Investor",investorhunt
Demi Obayomi,,"Series B, Early Stage Venture, Late Stage Venture","Health Care, Talent Management, Telecommunications",,United States California San Francisco,,,https://investorhunt.co/investors/demi-obayomi,"HeadSpin, Zuora, Grain, BrightRoll, Routefusion","Venture Capital, Entrepreneurship Program, Corporate Venture Capital, Private Equity Firm, Investor",investorhunt
Brandon Farwell,,"Seed, Pre-Seed, Early Stage Venture","Health Care, Cybersecurity, Disruptive Innovation",,United States California Menlo Park,,,https://investorhunt.co/investors/brandon-farwell,"Philo, Tonic.ai, NewtonX, Service, Natalist","Venture Capital, University Program, Incubator, Entrepreneurship Program, Accelerator, Private Equity Firm, Venture Debt, Micro VC",investorhunt
Tsuyoshi Ito,,Seed,"Health Care, Wellness, Consumer Goods",,Japan Tokyo Tokyo,,,https://investorhunt.co/investors/tsuyoshi-ito,"Biomoneta Research, Lil'Goodness, GigIndia, MediBuddy, Gojo & Company","Venture Capital, Incubator, Accelerator, Private Equity Firm, CEO, Investor",investorhunt
Brett Gibson,,"Seed, Series A","Advertising, Health Care, Talent Management",,United States California San Francisco,,,https://investorhunt.co/investors/brett-gibson,"Foundation Devices, Hummingbot, KNØX, Shogun, Fly.io","Venture Capital, Private Equity Firm, Angel/Individual, Investment Partner",investorhunt
David Jones,,"Early Stage Venture, Series A","Health Care, Talent Management, Email",,United States North Carolina Chapel Hill,,,https://investorhunt.co/investors/david-jones,"Levitate, LaunchNotes, ServiceTrade, Reveal Mobile, Circonus","Venture Capital, Private Equity Firm",investorhunt
Marcus Daniels,,Seed,"Advertising, Health Care, Consumer Research",,Canada Ontario Toronto,,,https://investorhunt.co/investors/marcus-daniels,"Andela, Drop, Hockeystick, ChargeLab, Lighthouse Labs","Venture Capital, Incubator, Accelerator, Corporate Venture Capital, Private Equity Firm, Angel/Individual, Venture Debt, Investment Partner",investorhunt
Takenori Sanami,,"Series B, Early Stage Venture","Health Care, Cybersecurity, Databases",,United States California Palo Alto,,,https://investorhunt.co/investors/takenori-sanami,"Volansi, Area 1 Security, Synack, Confluera, Empower","Venture Capital, Private Equity Firm",investorhunt
Scott Jacobson,,"Seed, Early Stage Venture, Series A","Health Care, Data Integration, Remote Work Tech",,United States Washington Mercer Island,,,https://investorhunt.co/investors/scott-jacobson,"TeachStreet, Common Room, Mobilewalla, Haiku Deck, Jambool","Venture Capital, Private Equity Firm, Investor",investorhunt
Rachit Parekh,,Early Stage Venture,"Advertising, Health Care, E-commerce",,India Karnataka Bengaluru,,,https://investorhunt.co/investors/rachit-parekh,"Charles, ConductorOne, Swiggy, Productiv, CityMall","Venture Capital, Accelerator, Corporate Venture Capital, Private Equity Firm, Finance Operator, Investor",investorhunt
Eric Chen,,"Early Stage Venture, Late Stage Venture","Advertising, Health Care, Commercial",,United States California San Francisco,,,https://investorhunt.co/investors/eric-chen,"Hadapt, RiseSmart, BlueJeans Network, InsightsOne, Skybox Imaging","Venture Capital, Private Equity Firm, Angel/Individual, Micro VC, Investment Partner",investorhunt
Travis Tasset,,Early Stage Venture,"Health Care, Customer Service, Healthcare Delivery",,United States Texas Dallas,,,https://investorhunt.co/investors/travis-tasset,The Ameta Group,"Venture Capital, Investment Bank, Private Equity Firm, Angel/Individual",investorhunt
Alyssa Dadoly,,"Early Stage Venture, Series A","Health Care, Outdoors, Payments",,United States Texas Austin,,,https://investorhunt.co/investors/alyssa-dadoly,"Living Security, Rollick, Rx Redefined, Routefusion, Literati","Venture Capital, Private Equity Firm",investorhunt
Hermann Hauser,,"Seed, Series B, Early Stage Venture","Health Care, Cybersecurity, Disruptive Innovation",,United Kingdom England Cambridge,,,https://investorhunt.co/investors/hermann-hauser,"Quantrol Ox, Ease-Link GmbH, USound, TriLite Technologies, Hyperganic","Venture Capital, Private Equity Firm, Angel/Individual, Investment Partner, Investor",investorhunt
Guillaume Meulle,,"Series B, Early Stage Venture, Series A","Health Care, Digital Services, Mobility",,France Île-de-France Paris,,,https://investorhunt.co/investors/guillaume-meulle,"Mailjet, Adomik, Scality, Cirpack, Delfmems","Venture Capital, Private Equity Firm, Angel/Individual, Finance Operator, Investor",investorhunt
Ronny Vikdal,,"Seed, Series B, Early Stage Venture, Series A","Health Care, High-growth Startups, Wellness",,Norway Trøndelag Trondheim,,,https://investorhunt.co/investors/ronny-vikdal,"OceanSaver, Unacast, bMobilized, Heimdall Power, Xeneta","Venture Capital, Private Equity Firm, Investor",investorhunt
Graham Ober,,Series A,"Health Care, Remote Work Tech, Autonomous Vehicles",,United States California San Francisco,,,https://investorhunt.co/investors/graham-ober,"Bionaut Labs, Good Buy Gear, Wagmo, Revolution","Venture Capital, Product Operator, Investor",investorhunt
Michel Lempdes,,Early Stage Venture,"Health Care, Solar Energy, E-commerce",,France Île-de-France Paris,,,https://investorhunt.co/investors/michel-de-lempdes,"Elistair, Artifakt, AgomAb Therapeutics, BIZAY / 360imprimir, Biosyl","Venture Capital, Private Equity Firm, Fund Of Funds",investorhunt
Karen Spilizewski,,"Seed, Early Stage Venture","Patient Care, Health Care, Wellness",,United States Ohio Cleveland,,,https://investorhunt.co/investors/karen-spilizewski,"Adarza BioSystems, Neuros Medical, Standard Bariatrics, Otonomy, OncoResponse","Venture Capital, Syndicate, Private Equity Firm, Investor",investorhunt
Hemant Mohapatra,,"Seed, Series B, Early Stage Venture, Series A","Health Care, Emerging Technology, High-growth Startups",,India Karnataka Bengaluru,,,https://investorhunt.co/investors/hemant-mohapatra,"Globevestor, Pintu, Pixxel, Emergent, Composio","Venture Capital, Corporate Venture Capital, Founder, Private Equity Firm, Angel/Individual, Finance Operator, Micro VC, Investment Partner, Investor",investorhunt
Tae Nahm,,"Seed, Early Stage Venture, Series A","Health Care, Hospitals, Customer Service",,United States California Menlo Park,,,https://investorhunt.co/investors/tae-hea-nahm,"Flint, Talkdesk, SourceClear, Workato, Copper","Venture Capital, Entrepreneurship Program, Founder, Private Equity Firm, Investor",investorhunt
Gil Ben-Artzy,,"Seed, Early Stage Venture","Advertising, Health Care, Remote Work Tech",,United States California San Francisco,,,https://investorhunt.co/investors/gil-ben-artzy,"Buildup, HoneyBook, Mobilize, Peer5, BeeHero","Venture Capital, Accelerator, Private Equity Firm, Micro VC, Investor",investorhunt
Marco Winzer,,Seed,"Health Care, Equipment Manufacturing, Autonomous Vehicles",,Germany North Rhine-Westphalia Bonn,,,https://investorhunt.co/investors/marco-winzer,High-Tech Gründerfonds,"Venture Capital, Private Equity Firm, Angel/Individual, Investor",investorhunt
Brandon Gleklen,,"Series B, Early Stage Venture, Series A","Advertising, Health Care, Talent Management",,United States New York New York City,,,https://investorhunt.co/investors/brandon-gleklen,"1Mind, Niantic Spatial, Inc., AssistIQ, Bench IQ, Procurement Sciences AI","Venture Capital, Private Equity Firm, Angel/Individual, Investment Partner, Investor",investorhunt
Rachel Geller,,Series B,"Advertising, Health Care, Data Integration",,United States Illinois Chicago,,,https://investorhunt.co/investors/rachel-geller,"Divvy, CRED, Calm, theator, SetSail","Venture Capital, Private Equity Firm, Investor",investorhunt
John Luttig,,Series B,"Health Care, Wellness, Enterprise Software",,United States California San Francisco,,,https://investorhunt.co/investors/john-luttig,"Turing.com, On Deck, Figma, Vise, Density","Venture Capital, Private Equity Firm, Investor",investorhunt
Davor Hebel,,"Seed, Series B","Advertising, Health Care, Telecommunications",,United Kingdom England Greater London,,,https://investorhunt.co/investors/davor-hebel,"Treatwell, InnoGames, Stylistpick, Slerp, 7bridges","Venture Capital, Private Equity Firm, Angel/Individual, Investment Partner, Investor",investorhunt
Joseph Regan,,"Seed, Series A","Clean Tech, Health Care, Autonomous Vehicles",,Canada Ontario Toronto,,,https://investorhunt.co/investors/joseph-regan,"Borrowell, Tulip Retail, Reperformance, Effenco, ZenHub","Venture Capital, Private Equity Firm, Investor",investorhunt
Sim Blaustein,,"Series B, Early Stage Venture, Series A","Advertising, Health Care, E-commerce",,United States New York New York City,,,https://investorhunt.co/investors/sim-blaustein,"Pathmatics, Atlas Obscura, The Athletic, Wondery, HeyMama","Venture Capital, Corporate Venture Capital, Private Equity Firm, Finance Operator, Investor",investorhunt
Jim Bonetti,,Early Stage Venture,"Advice, Health Care, Telecommunications",,United States New York New York City,,,https://investorhunt.co/investors/jim-bonetti,"Gogo, CAPTRUST, Vivid Seats, Vector Laboratories, Transaction Data Systems","Venture Capital, Private Equity Firm",investorhunt
Vinay Singh,,"Seed, Early Stage Venture","Advertising, Health Care, Remote Work Tech",,India Karnataka Bengaluru,,,https://investorhunt.co/investors/vinay-singh,"Blink (previously Witworks), Slurrp Farm, FableStreet, Bombay Shaving Company, Vahdam Teas","Venture Capital, Founder, Private Equity Firm, Finance Operator, Micro VC, Investor",investorhunt
Forest Baskett,,"Seed, Series B, Series A","Advertising, Health Care, Emerging Technology",,United States California Menlo Park,,,https://investorhunt.co/investors/forest-baskett,"Swift Navigation, SuVolta, Uhana, Placemeter, Chelsio Communications","Venture Capital, Private Equity Firm, Angel/Individual, Investment Partner, Investor",investorhunt
Steve Hughes,,Seed,"Advertising, Health Care, Wearables",,United States Colorado Boulder,,,https://investorhunt.co/investors/steve-hughes,"Alpine Start Foods, Boulder Brands, The Cambridge Group","Venture Capital, Private Equity Firm, Angel/Individual, Investment Partner",investorhunt
Kevin Melia,,"Seed, Early Stage Venture, Series A","Health Care, Hospitals, Customer Service",,United States California Palo Alto,,,https://investorhunt.co/investors/kevin-e-melia,"Flint, Talkdesk, SourceClear, Workato, Copper","Venture Capital, Entrepreneurship Program, Private Equity Firm, Investor",investorhunt
Vaneeta Varma,,"Series B, Early Stage Venture, Series A","Health Care, Emerging Technology, iOS Development",,United States California Los Altos,,,https://investorhunt.co/investors/vaneeta-varma,"SeekOut, Cube, Recogni, Quilt, Plus","Venture Capital, Entrepreneurship Program, Private Equity Firm, Investment Partner",investorhunt
Eric Kim,,"Seed, Early Stage Venture","Health Care, Digital Therapeutics, E-commerce",,United States California Burlingame,,,https://investorhunt.co/investors/eric-j-kim,"Buffer, Voxer, Renovo, I Done This, oneQube","Venture Capital, Founder, Private Equity Firm, Micro VC, Investor",investorhunt
Zack Scott,,"Seed, Early Stage Venture","Advertising, Health Care, Talent Management",,United States California San Francisco,,,https://investorhunt.co/investors/zack-scott,"Providence Medical Technology, Gravie, Evidation Health, Genome Medical, Arterys","Venture Capital, Private Equity Firm, Finance Operator, Fund Of Funds, Investment Partner, Investor",investorhunt
Carl Fritjofsson,,"Early Stage Venture, Series A","Health Care, Talent Management, Mobility",,United States California San Francisco,,,https://investorhunt.co/investors/carl-fritjofsson,"nexos.ai, Appcharge, Codesphere, H Company","Venture Capital, Private Equity Firm, Angel/Individual, Finance Operator",investorhunt
Frederic Court,,Early Stage Venture,"Advertising, Health Care, Brand Development",,United Kingdom England Greater London,,,https://investorhunt.co/investors/frederic-court,"Goop, Peloton, TravelPerk, Deliveroo, Everdrop","Venture Capital, Founder, Private Equity Firm, Finance Operator",investorhunt
Rick Moss,,Seed,"Health Care, Genetics, E-commerce",,United States California Oakland,,,https://investorhunt.co/investors/rick-moss,"LeadGenius, UClass, Eko, NBD Nanotechnologies, CheckInOnMe","Venture Capital, Entrepreneurship Program, Private Equity Firm, Micro VC, Investor",investorhunt
Alex Buchan,,"Seed, Pre-Seed, Early Stage Venture","Health Care, High-growth Startups, E-commerce",,United Kingdom England Newcastle upon Tyne,,,https://investorhunt.co/investors/alex-buchan,"Haystack, Ricochet.ai, Citruslabs, Ignite Accelerator, Tungl","Venture Capital, Private Equity Firm, Micro VC, Investor",investorhunt
Keisuke Wada,,"Pre-Seed, Early Stage Venture, Series A","Health Care, South East Asia-based Startups, Telecommunications",,Japan Tokyo Tokyo,,,https://investorhunt.co/investors/keisuke-wada,"Catallaxy, TERASS, AGRIST, CloudNatix, Parame","Venture Capital, Private Equity Firm",investorhunt
David Tisch,,"Seed, Pre-Seed","Advertising, Health Care, Remote Work Tech",,United States New York New York City,,,https://investorhunt.co/investors/david-tisch,"Digits, Lever, IDme, Panna, Eterneva","Venture Capital, Founder, Private Equity Firm, Angel/Individual, Finance Operator, Micro VC, Investment Partner, Investor",investorhunt
Natalie Dillon,,Early Stage Venture,"Advertising, Health Care, Brand Development",,United States California San Francisco,,,https://investorhunt.co/investors/natalie-dillon,"Bold, Landing, Pacaso, BookClub, Daring Foods","Venture Capital, Corporate Venture Capital, Private Equity Firm, Investment Partner",investorhunt
Emmanuelle Roux,,"Early Stage Venture, Series A","Advertising, Health Care, Mobility",,France Île-de-France Paris,,,https://investorhunt.co/investors/emmanuelle-de-roux,"Leocare, Veo, Reynen Court, Microoled, Prewave","Venture Capital, Private Equity Firm, Investment Partner",investorhunt
Miraj Sanghvi,,"Seed, Early Stage Venture, Series A","Health Care, Digital Therapeutics, Wearables",,United States California San Francisco,,,https://investorhunt.co/investors/miraj-sanghvi,"nQ Medical, Eko, Savonix, Tissue Analytics, Siris Medical","Venture Capital, Private Equity Firm",investorhunt
Sarath Naru,,"Seed, Early Stage Venture, Series A","Advertising, Clean Tech, Health Care",,India Tamil Nadu Chennai,,,https://investorhunt.co/investors/sarath-naru,"Pitstop, Infinite Uptime, MoEngage, Ocean Sparkle, Perpetual Global Technologies","Venture Capital, Private Equity Firm, Micro VC",investorhunt
